date,hospital,icu,ventilator
2020-10-24,785,59,
2020-10-25,740,56,
2020-10-26,930,66,
2020-10-27,837,45,
2020-10-28,797,44,
2020-10-29,734,32,
2020-10-30,676,27,
2020-10-31,540,31,
2020-11-01,588,21,
2020-11-02,646,34,
2020-11-03,599,32,
2020-11-04,409,28,
2020-11-05,186,15,
2020-11-06,69,2,
